user_id,order_ids,order_numbers,product_ids,aisle_ids,department_ids,reorders
11,2411567 1170872 2840752 1611810 2921164 790927 1468214,1 2 3 4 5 6 7,47912_8309_28465_42585_36070_2002_16869_35765_35738_18987_10644_38456_35640 47601_18465_35640_35948_8670_14947_42585_41290_34658_33731_27959_36070_23400 41290_14947_35948_27959_8197_8670_33731_35640_33572_42585_16869_34658_8309_38456_19543 35948_8309_8670_5605_95_19769_14947_12384_28465_26209 38970_10644_42736_27451_20383_30855_44632_43352_44987_27959_35948 8230_30480_22950_34551_44632_15261_33037_20383_35321_27959_40738_41319_28465_8309_14947_34658_40055 24799_17706_33572_27959_48697_49374_8309_30563_5989_41909_17794_13176_4799_33021_21040,120_120_120_14_123_42_74_96_96_43_19_24_14 36_86_14_115_81_115_14_31_54_21_77_123_81 31_115_115_77_31_81_21_14_91_14_74_54_120_24_43 115_120_81_104_66_6_115_91_120_24 17_19_36_17_123_88_115_32_53_77_115 54_81_74_17_115_16_93_123_84_77_77_37_120_120_115_54_17 120_93_91_77_19_108_120_100_110_110_83_24_21_2_101,16_16_16_20_4_1_17_20_20_3_13_4_20 16_16_20_7_15_7_20_7_17_16_7_4_15 7_7_7_7_7_15_16_20_16_20_17_17_16_4_3 7_16_15_13_6_2_7_16_16_4 13_13_16_13_4_13_7_4_16_7_7 17_15_17_13_7_4_3_4_16_7_7_1_16_16_7_17_13 16_3_16_7_13_16_16_21_13_13_4_4_16_16_17,0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
12,1483446 1247527 1916106 1057378 221248,1 2 3 4 5,17159_21616_40377 13176_10863_17766_7076_28134_46157_20350_48835_33761_28985_5876_34358_11845_21198_27243_12206_14992 5746_47672_8239_38164_42450_12872_44683_10863_7076_20350_16589_34216 13176_14992_42736_21616_19895_18761_45056_37646_38693_47144_8239_44661_22935_35345_12797_10978_33443_28342_20144_5746 13176_14992_44422_11520_31506_22959_7120_37687_19006_39667_17794_28134_10863_7076_30489_49683_24390_47509_34243_48364_16185_248,83_123_19 24_41_41_41_41_41_41_84_22_83_24_83_98_37_17_9_83 53_106_88_45_38_131_83_41_41_41_107_61 24_83_36_123_96_19_25_24_24_91_88_83_83_104_81_81_24_115_112_53 24_83_130_86_19_91_112_123_107_89_83_41_41_41_67_83_24_98_83_83_21_117,4_4_13 4_8_8_8_8_8_8_16_11_4_4_4_7_1_13_9_4 16_12_13_19_1_9_4_8_8_8_19_19 4_4_16_4_20_13_11_4_4_16_13_4_4_13_15_15_4_7_3_16 4_4_14_16_13_16_3_4_19_13_4_8_8_8_20_4_4_7_4_4_16_19,0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
13,2618231 2560699 2288946 19256 1378982 2363981 1906169 1757094 519471 2298068 1472646 1789302,1 2 3 4 5 6 7 8 9 10 11 12,32850_44142_32446_4210_27086 4210_27086_1689_27435 4210_27086_27435_1689_19474_7099_32446_33735_19934 27086_27435_41480_31372_33735 33735_27435_1689_27086_4210_5652 4210_27086_27435_1689_31134_41351_42125 33735_1689_27435_4210_27086_37385_18168_42248_5618_5652 27435_4210_27086_5652_25134 33735_25134_27086_43086_4210 42248_4210_27086_43086_5652_18168_29334_25134_5618 4210_27086_27435_25134_43086_5025_41351_5991 27435_27086_4210_43086_34382_41926_14197_42248,17_83_83_84_53 84_53_112_128 84_53_128_112_94_94_83_59_120 53_128_63_17_59 59_128_112_53_84_83 84_53_128_112_117_121_63 59_112_128_84_53_83_117_91_83_83 128_84_53_83_100 59_100_53_123_84 91_84_53_123_83_117_83_100_83 84_53_128_100_123_83_121_83 128_53_84_123_33_100_9_91,13_4_4_16_16 16_16_3_3 16_16_3_3_7_7_4_15_16 16_3_9_13_15 15_3_3_16_16_4 16_16_3_3_19_14_9 15_3_3_16_16_4_19_16_4_4 3_16_16_4_21 15_21_16_4_16 16_16_16_4_4_19_4_21_4 16_16_3_21_4_4_14_4 3_16_16_4_6_21_9_16,0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0
14,2906263 3206747 1366559 1385564 1691859 2127409 2505309 3067644 2109666 1625325 1335295 2045336 3394109,1 2 3 4 5 6 7 8 9 10 11 12 13,5818_5077_44813_8670_29509 23803_7877_29509_49481_48566 29509_23360_23803 23803_44212_29509_23819_34234_17923_33086_239_30295_4893_49481_46454_16776_9239_12232_21689_45066_27135_32115_33041_27012_15078_48190_34827_11703_46547_5818 11131_40348_39545_23803_29509_17556_44212_22849_29382_2927_14875_32428_35264_40286_1958_32115_48572_12358_8744_40478_9774_12448_5782 9477_15358_13145_16776_40925_23803_11131_7239_19750_12232_17556_24970_14613_41787_48101_43863_8744_29509_11418_35264_17923_37725_4497_10568_32476_44799_13525_1261 40540_37266_26209_831_29509_23803_16776_44799_46547_30517_34229_40330_12323_28601_40162_12496_45407_7751_5595_12432_11348_8744_4210 12703_15673_31717_44799_8193_29509_23803_45407_25309_13159_8744_39545_37266_29382_33360_10549_24622_32158 12703_19585_38342_24622_19003_4489_4759_22337_9076_8744_29509_39545_43127_47117_35416_15172_19307_2138_10321_28601_5077_23803_32051_12168_33689_23271_15078_12232_11418_45099 32428_45519_29509_22179_18439_18069_23803_8512_49010 40836_8744_23803_46979_13966_12429_33360_15134_3808_29509_37266_32211_15869 6518_29509_23803_37434_15869_13966_27862_37266_3384_31701_10776_8928_8744_15172 39399_29509_23803_15869_8744_37266_11131_15172_20938_10735_38845_11418,83_112_104_81_124 83_49_124_5_116 124_116_83 83_104_124_123_86_129_69_107_59_130_5_30_6_105_81_4_24_90_6_21_123_4_78_69_95_36_83 5_128_105_83_124_112_104_123_19_72_112_129_116_72_72_6_110_110_116_5_4_74_86 21_10_85_6_74_83_5_96_96_81_112_111_131_24_104_90_116_124_19_116_129_4_4_5_5_86_19_89 72_129_24_34_124_83_6_86_36_116_116_129_81_83_81_83_96_72_53_72_72_116_84 123_72_16_86_83_124_83_96_112_34_116_105_129_19_75_105_83_5 123_61_66_83_83_104_17_121_116_116_124_105_81_72_104_5_30_6_105_83_112_83_105_5_100_72_4_81_19_129 129_104_124_104_112_89_83_49_112 83_116_83_83_38_75_75_71_19_124_129_112_43 116_124_83_19_43_38_87_129_129_129_4_4_116_5 13_124_83_43_116_129_5_5_128_119_34_19,4_3_13_15_5 4_12_5_13_1 5_1_4 4_13_5_4_16_1_15_19_15_14_13_6_2_13_15_9_4_7_2_16_4_9_19_15_15_16_4 13_3_13_4_5_3_13_4_13_13_3_1_1_13_13_2_13_13_1_13_9_17_16 16_17_17_2_17_4_13_20_20_15_3_17_9_4_13_7_1_5_13_1_1_9_9_13_13_16_13_13 13_1_4_1_5_4_2_16_16_1_1_1_15_4_15_4_20_13_16_13_13_1_16 4_13_4_16_4_5_4_20_3_1_1_13_1_13_17_13_4_13 4_19_6_4_4_13_13_14_1_1_5_13_15_13_13_13_6_2_13_4_3_4_13_13_21_13_9_15_13_1 1_13_5_13_3_13_4_12_3 4_1_4_4_1_17_17_16_13_5_1_3_3 1_5_4_13_3_1_17_1_1_1_9_9_1_13 20_5_4_3_1_1_13_13_3_1_1_13,0_0_0_0_0 0_0_0_0_0 0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0
15,2514324 3135826 2564002 714991 3317979 876095 2685110 3119091 887727 2570697 2600170 2883598 2332087 113728 2968173 3097485 1870022 1911383 2345592 2994589 2715276 487368,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22,11266_12427_10441_14715 37710_12427_42862_11266_27839 14715 10441_12427_14715 14715_37710_30292 11266_37710_37059 11266_27839_14715_48142 12427_1747 14715_11266_10441 37710_27839_43721 14715_11266_10441_37710 48142_12427_27839 37710_11266_14715 37710_10441_12427_1747_27839 11266_196_27839 10441_12427_1747_14715 11266_12427_14715_10441_37710_196 196 11266_37710_27839_12427_1747 12427_27839_14715 196_48142 196_10441,117_23_117_98 125_23_23_117_45 98 117_23_98 98_125_77 117_125_114 117_45_98_77 23_23 98_117_117 125_45_46 98_117_117_125 77_23_45 125_117_98 125_117_23_23_45 117_77_45 117_23_23_98 117_23_98_117_125_77 77 117_125_45_23_23 23_45_98 77_77 77_117,19_19_19_7 19_19_19_19_19 7 19_19_7 7_19_7 19_19_17 19_19_7_7 19_19 7_19_19 19_19_19 7_19_19_19 7_19_19 19_19_7 19_19_19_19_19 19_7_19 19_19_19_7 19_19_7_19_19_7 7 19_19_19_19_19 19_19_7 7_7 7_19,0_0_0_0 0_0_0_0_0 0 0_0_0 0_0_0 0_0_0 0_0_0_0 0_0 0_0_0 0_0_0 0_0_0_0 0_0_0 0_0_0 0_0_0_0_0 0_0_0 0_0_0_0 0_0_0_0_0_0 0 0_0_0_0_0 0_0_0 0_0 0_0
16,1273676 875885 1491849 2704482 3192400 2000615,1 2 3 4 5 6,21903_24852_17794_41950_44359_30391_48745_46667_4086_22247_49478_10017_651_5134_31772 21903_41950_5134_44359_28985_17794_40706_37687_27336_12069_45073 21903_28985_41950_5134_17948_43014_13780_37107_45229_33346_35140_48171 21903_41950_5134_17948_36198_43858_28199_21137_30406_43014_46709_36772 651_7948_48745_27104_21903_4086_21137_24852_5134 17948_24561_15872_21405_21137_24852_14197_21616_28289_48283_32691,123_24_83_83_83_83_83_83_16_16_24_39_36_117_58 123_83_117_83_83_83_123_123_123_123_83 123_83_83_117_116_123_16_104_117_91_117_129 123_83_117_116_91_91_123_24_83_123_130_4 36_36_83_83_123_16_24_24_117 116_79_83_83_24_24_9_123_123_37_37,4_4_4_4_4_4_4_4_4_4_4_12_16_19_1 4_4_19_4_4_4_4_4_4_4_4 4_4_4_19_1_4_4_13_19_16_19_1 4_4_19_1_16_16_4_4_4_4_14_9 16_16_4_4_4_4_4_4_19 1_1_4_4_4_4_9_4_4_1_1,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0
17,1737705 1681401 2680214 3197376 3237467 2616505 2648319 2430354 2373492 900554 805025 912404 1389057 603534 2660930 1719551 601444 2956367 2508834 415389 3141030 603376 3069802 1683378 2795254 343199 1385847 3314059 697863 2148135 3327122 2760791 2553089 791858 2773605 674977 2831726 1385397 348137 3350883,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40,7350_47141_17762 7350_18534_17762_42356_16797_6334_6212_30992_8730_10300_15925_21187_25307_20215_15125 7350_18534_17762_38618_44265_6212_11919 47141_17762_47940_12513_36736_30992 7350_18534_40844_15820_30992 47141_7350_40844_20934_9634_2927 7350_18534_17762_19766_22309_38618_6334_30992_46844 7350_47141_18534_38618_17762_20934_36463_11919 26767_9006_5128_17040_49131 7350_27629_48544_12855_32498_9641_19766_48682_15844 17762_7350_47141_18534_43986_36130_35419_16797_9387_21187_15125_6212_10921 7350_47141_17762_38760_21553 7026_7350_17762_31268_47577 7350_18534_36552_47031_17762_38444_14146_812_47940 7350_29004_18534_17762_1073 7350_47141_18534_17762_5128_25464_14146_2927 7350_18534_17762_33560_29791 18534_17762_47141_7350_26767_9006_36552_38618 7350_17762_16797_19766_18534_21187_25307_9176 7350_47141_18534_17762_5077_42356 7350_18534_17762_38618_16797 47141_18534_21553_17762_16797_19468_40592_18855 7350_17762_44265_14146_38618 7350_18534_17762_16797_38618 7350_47141_18534_17762_48544_16797_18855_17040_5748 7350_18534_17762_48544_4591_36463 45190_47141_17762_48544_47940_21187_30992_9387_26767_2927_5128_25464 7350_18534_17762_16797_36552_14146_38618 7350_18534_17762_38618_9387_40203_1774 38760 47141_18534_38760_9006_40203_1774_44234 7350_18534_38760_1774_40203 7350_47141_18534_38618 7350_47141_18534_17040_40203_21187_43986_1073_12720_26767 7350_47141_18534_1774_5128_40592 7350_18534_38618_16188_40203_1774_9006_14146_9641_36130_26767_48933_23117 47141_18534_7026_47940_19766_29589_42356_19468_9387_14146_5128 7350_18534_26767_9006_40203_44492_29589 7350_18534_7026_17040_19766_16486_29589_25307_21187_16797_14146_9641_7992 7350_18534_9006_26767_14146_16797_18567_48933,115_77_62 115_86_62_88_24_38_38_38_38_38_38_38_38_38_38 115_86_62_69_38_38_38 77_62_120_120_104_38 115_86_62_38_38 77_115_62_5_23_72 115_86_62_21_112_69_38_38_38 115_77_86_69_62_5_72_38 17_17_54_26_96 115_54_4_4_38_74_21_110_116 62_115_77_86_117_96_124_24_24_38_38_38_52 115_77_62_62_108 115_115_62_85_120 115_86_23_124_62_62_112_57_120 115_26_86_62_96 115_77_86_62_54_54_112_72 115_86_62_5_5 86_62_77_115_17_17_23_69 115_62_24_21_86_38_38_38 115_77_86_62_112_88 115_86_62_69_24 77_86_108_62_24_72_54_121 115_62_38_112_69 115_86_62_24_69 115_77_86_62_4_24_121_26_75 115_86_62_4_130_72 124_77_62_4_120_38_38_24_17_72_54_54 115_86_62_24_23_112_69 115_86_62_69_24_37_37 62 77_86_62_17_37_37_72 115_86_62_37_37 115_77_86_69 115_77_86_26_37_38_117_96_36_17 115_77_86_37_54_54 115_86_69_38_37_37_17_112_74_96_17_75_130 77_86_115_120_21_37_88_72_24_112_54 115_86_17_17_37_96_37 115_86_115_26_21_77_37_38_38_24_112_74_96 115_86_17_17_112_24_69_75,7_7_5 7_16_5_13_4_1_1_1_1_1_1_1_1_1_1 7_16_5_15_1_1_1 7_5_16_16_13_1 7_16_5_1_1 7_7_5_13_19_13 7_16_5_16_3_15_1_1_1 7_7_16_15_5_13_13_1 13_13_17_7_20 7_17_9_9_1_17_16_13_1 5_7_7_16_19_20_5_4_4_1_1_1_1 7_7_5_5_16 7_7_5_17_16 7_16_19_5_5_5_3_14_16 7_7_16_5_20 7_7_16_5_17_17_3_13 7_16_5_13_13 16_5_7_7_13_13_19_15 7_5_4_16_16_1_1_1 7_7_16_5_3_13 7_16_5_15_4 7_16_16_5_4_13_17_14 7_5_1_3_15 7_16_5_4_15 7_7_16_5_9_4_14_7_17 7_16_5_9_14_13 5_7_5_9_16_1_1_4_13_13_17_17 7_16_5_4_19_3_15 7_16_5_15_4_1_1 5 7_16_5_13_1_1_13 7_16_5_1_1 7_7_16_15 7_7_16_7_1_1_19_20_16_13 7_7_16_1_17_17 7_16_15_1_1_1_13_3_17_20_13_17_14 7_16_7_16_16_1_13_13_4_3_17 7_16_13_13_1_20_1 7_16_7_7_16_7_1_1_1_4_3_17_20 7_16_13_13_3_4_15_17,0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0 0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0
18,2780889 3106101 1860960 3133044 1020460 441977,1 2 3 4 5 6,25997_47546_36216_7700_40723_3219_343_29328_22031 36216_4461_5876_810_31717 36216_47546_23719 47546_36216_10807_36178_8112_36861 47546_34126_26209_343_22031_36216_21019_38450_38739_10807_24830_41620_21137 2826_39013_27729,70_91_115_25_24_104_123_123_123 115_19_24_72_16 115_91_1 91_115_123_9_21_5 91_16_24_123_123_115_67_47_83_123_123_123_24 107_106_31,11_16_7_11_4_13_4_4_4 7_13_4_13_4 7_16_20 16_7_4_9_16_13 16_4_4_4_4_7_20_11_4_4_4_4_4 19_12_7,0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0
19,1321974 2293453 2208892 2808909 1973799 2474845 532817 2483716 86918,1 2 3 4 5 6 7 8 9,36227_18174_22520_11613_18799_26525_5209_1832_39987_31591_12318_39978_3364_22633_17008_14252_33756_24629_34887_43867_35123_2192_13822_11749_45037_15599_31707_30123_47193_5315_23483_41302 12108_15131_196_35123_33756_17008_20945_39130_18174_14252_24629_46052_13249_28634_43692_17763_18329_36227_39290_27138_29294_41319_44843_10990_34827_7559_13921 24629_17008_35123_17763_2192_10823 20607_14252_12108_15131_46052_43692_20945_17763_29577_2192_13822_45037_18329_22520_18174_30123_10990_13921_5183_34690_36562_3747_33136_6385_30606_33756_27138_11749_19468_40322 45037_1241_25232_48440_30696_43263_13249_23483_34690_17464_24629_35123_17008_2192_196_29577_27138_18174_39290_5183_15599_41302_33082_25367_27742 12108_15131_17008_25397_17224_33122_43732_19341_3110_35123_5183_10823_25037_5209_1832_30123 196_18102_44234_33122_44187_31487_43772_39993_3747_25367_43409_9901_37066_20156_22782_46023_31725_2848_3996_12108_35887_29255_35123_40348_21011_21001_11229_40674_44870_18987_15482_3334_2192_29284_22788_28221_21333_39107_23734_17008_15131_34724 17008_31487_30960_14197_9493 42913_34690_25170_47805_41483_40974_28805_48437_4817_17008_14905_14147_15599_31487_22608_9387_9076_16855_22999_35042_31087,107_129_54_8_127_127_22_22_22_22_47_47_133_47_21_77_129_43_9_21_34_129_128_53_74_106_72_89_9_131_37_5 64_64_77_34_129_21_64_9_129_77_43_64_84_96_21_105_38_107_38_4_13_37_69_69_69_105_69 43_21_34_105_129_21 60_77_64_64_64_21_64_105_21_129_128_74_38_54_129_89_69_69_38_98_11_133_54_54_118_129_4_53_72_11 74_37_121_129_52_3_84_37_98_10_43_34_21_129_77_21_4_129_38_38_106_5_7_72_96 64_64_21_37_3_3_38_38_38_34_38_21_38_22_22_89 77_34_72_3_48_23_83_83_133_72_121_120_120_120_120_120_99_90_99_64_116_64_34_128_69_89_67_116_106_43_1_98_129_90_21_93_108_93_108_21_64_64 21_23_106_9_89 123_98_66_19_104_104_17_104_99_21_5_36_106_23_89_24_116_116_104_59_81,19_1_17_3_11_11_11_11_11_11_11_11_11_11_16_7_1_3_9_16_1_1_3_16_17_12_13_13_9_9_1_13 7_7_7_1_1_16_7_9_1_7_3_7_16_20_16_13_1_19_1_9_20_1_15_15_15_13_15 3_16_1_13_1_16 17_7_7_7_7_16_7_13_16_1_3_17_1_17_1_13_15_15_1_7_11_11_17_17_11_1_9_16_13_11 17_1_14_1_1_19_16_1_7_17_3_1_16_1_7_16_9_1_1_1_12_13_12_13_20 7_7_16_1_19_19_1_1_1_1_1_16_1_11_11_13 7_1_13_19_14_19_4_4_11_13_14_16_16_16_16_16_15_7_15_7_1_7_1_3_15_13_20_1_12_3_20_7_1_7_16_3_16_3_16_16_7_7 16_19_12_9_13 4_7_6_13_13_13_13_13_15_16_13_16_12_19_13_4_1_1_13_15_15,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
20,947722 157550 3408319 2741696,1 2 3 4,13914_46061_13575_9387 6184_13575_9387_22362 22362_13575_9387_6184_13914_46061_41400 41400_46061_22362_13914_13575_9387_6184,78_23_24_24 32_24_24_61 61_24_24_32_78_23_3 3_23_61_78_24_24_32,19_19_4_4 4_4_4_19 19_4_4_4_19_19_19 19_19_19_19_4_4_4,0_0_0_0 0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0
21,2625565 2698037 1166994 129152 62373 2984916 1716848 3288630 2592860 1573906 2102674 534401 2510446 1082944 3257456 774475 1953572 1674891 77791 1413723 1806047 1431584 2941505 1322450 1776467 497940 1735495 1996394 1110781 2097221 2057208 865324 3341737,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33,23729_43645_46842_44156_18721 43154_24186_17616_37646_30425_43645 48988_14788_46842_42356_6991_16464_11352_43645 46842_43645_30618_48988 31387_41131_12129_18523_33754_37646_43645_14708_46842_17038_30425_24186_44375_48988 32553_12615_11187_4606_17616 44375_48988_35221_23729 20272_38444_12013_16139 44156_33548_37940_33819_46388_23729_46842_29095 26209_196_33065_15720_23504_36425_35221 48988_45603_44375_24852_28204 48988_23729_6348_10151 48988_23729_43814_5860 45603_48988_23729_18523_46842_47766_28199 23729_36677_4606_27548 44632_48988_23729_47766_28199_18721_42536_27086 48988_23729_10957_37646_13588 23729_15902_14788_10151 21508_16965_8668_18793_49326_43352_9076_21137_11662_27044_27086_48205_47766_28204_2434_24852_31387 23729_48988_14788 44632_45603_28204_18523_31387_3485_47766_7963_48988_24852 48988_23729_7331 47766_18523_48988 45603_23729_28204_47766 23729_48988_31387 23729_48988_24186_6348_44632 22275_23729_48988_24810_15618_4006_15902 33127_23729_45636_48559_47766_27086 44632_6348_36574_33894_23729 23729_4006_43814_47759_36076 10151_23729_44632_48988_33894_3023_28204_29127_42666 44632_23729_14788_33894_12683 25740_6576_17982_25513_8214_18523_24799_28465_13263_31387_32645_28204_27548_49235,86_86_93_120_107 115_115_78_24_3_86 94_94_93_88_48_3_78_86 93_86_78_94 117_27_27_120_120_24_86_124_93_66_3_115_77_94 98_77_94_23_78 77_94_115_86 62_62_28_27 120_120_120_120_3_86_93_108 24_77_28_27_62_62_115 94_31_77_24_24 94_86_21_123 94_86_3_117 31_94_86_120_93_24_123 86_23_23_21 115_94_86_24_123_107_57_53 94_86_77_24_104 86_23_94_123 37_37_37_103_121_32_116_24_83_88_53_123_24_24_103_24_117 86_94_94 115_31_24_120_117_64_24_58_94_24 94_86_3 24_120_94 31_86_24_24 86_94_117 86_94_115_21_115 66_86_94_78_78_88_23 117_86_94_31_24_53 115_21_3_78_86 86_88_3_24_107 123_86_115_94_78_78_24_91_117 115_86_94_78_117 78_78_67_23_4_120_120_120_120_117_64_24_21_53,16_16_3_16_19 7_7_19_4_19_16 7_7_3_13_14_19_19_16 3_16_19_7 19_5_5_16_16_4_16_5_3_6_19_7_7_7 7_7_7_19_19 7_7_7_16 5_5_5_5 16_16_16_16_19_16_3_16 4_7_5_5_5_5_7 7_7_7_4_4 7_16_16_4 7_16_19_19 7_7_16_16_3_4_4 16_19_19_16 7_7_16_4_4_19_14_16 7_16_7_4_13 16_19_7_4 1_1_1_19_14_4_1_4_4_13_16_4_4_4_19_4_19 16_7_7 7_7_4_16_19_7_4_1_7_4 7_16_19 4_16_7 7_16_4_4 16_7_19 16_7_7_16_7 6_16_7_19_19_13_19 19_16_7_7_4_16 7_16_19_19_16 16_13_19_4_19 4_16_7_7_19_19_4_16_19 7_16_7_19_19 19_19_20_19_9_16_16_16_16_19_7_4_16_16,0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0 0_0_0_0 0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0 0_0_0 0_0_0_0 0_0_0 0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0
22,2300537 144358 1219654 2922708 3393222 2327987 2455079 634494 1014994 3227049 2780464 194741 1766930 3090814 2647850,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,22935_44968_44359_15984_38312_27845 27845_21903_24964_22963_36724_16987 32096_27845 22935 4421_27845_13176_17794_2452 35221_2452 22935_24964_13176 13176_17794_22935_5212_27171_7948_16987_32096_36311_7088_22115_8518_5450_41950 49533_32655 21903_27845_22935 32655_24506_21903_39040_8518_22935_15392_14678_14966 24964_32096_22935_14966 13176_32655_22935_21903_4217 35221_24964_7948_24506 27845_17794_22963,83_83_83_120_120_84 84_123_83_96_66_57 78_84 83 106_84_24_83_129 115_129 83_83_24 24_83_83_123_17_36_57_78_78_78_128_83_24_83 17_86 123_84_83 86_17_123_123_83_83_72_116_24 83_78_83_24 24_86_83_123_45 115_83_36_17 84_83_96,4_4_4_16_16_16 16_4_4_20_6_14 19_16 4 12_16_4_4_1 7_1 4_4_4 4_4_4_4_13_16_14_19_19_19_3_4_4_4 13_16 4_16_4 16_13_4_4_4_4_13_1_4 4_19_4_4 4_16_4_4_19 7_4_16_13 16_4_20,0_0_0_0_0_0 0_0_0_0_0_0 0_0 0 0_0_0_0_0 0_0 0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0 0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0 0_0_0_0 0_0_0
